SalesOrderId,SalesOrderDetailsID,carrierTrackingNumber,OrderQTY,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedData
74775,120517,NULL,1,872,1,8.99,0,8.99,1A2BB476-27B0-482B-A219-E9F998DDA42B,19/06/2014
74776,120518,NULL,1,923,1,4.99,0,4.99,C915D480-E3F6-4E97-B7E9-0EBBD7177023,19/06/2014
74776,120519,NULL,1,711,1,34.99,0,34.99,C2B62197-E105-411C-B5FC-CE5310DAA715,19/06/2014
74777,120520,NULL,1,934,1,28.99,0,28.99,88948934-E7A1-415F-9B53-A73F461A08FE,19/06/2014
74778,120521,NULL,1,930,1,35,0,35,B9ACF4EE-5FA6-482B-ADC0-4A3AFD17B1E4,19/06/2014
74778,120522,NULL,1,921,1,4.99,0,4.99,272286F5-3E0B-4A25-9261-4F0381D8BA8E,19/06/2014
74778,120523,NULL,1,708,1,34.99,0,34.99,C0BC061B-8007-45F6-8F73-4D9E9D1610AC,19/06/2014
74779,120524,NULL,1,930,1,35,0,35,25436D7C-9B76-467A-B96E-49E50B273084,19/06/2014
74779,120525,NULL,1,873,1,2.29,0,2.29,0309D377-6187-4BFB-A579-4F27D6BF2A18,19/06/2014
74779,120526,NULL,1,876,1,120,0,120,E50C205B-4757-4558-92B4-5EDE5FCA884E,19/06/2014
74779,120527,NULL,1,715,1,49.99,0,49.99,C7475E35-33DA-4391-A3EC-6D4C5F281475,19/06/2014
74780,120528,NULL,1,921,1,4.99,0,4.99,1FDA54B3-2011-452D-A4DA-21A4A271F0EA,19/06/2014
74780,120529,NULL,1,930,1,35,0,35,67F92452-D961-4E30-8E8E-F1ABE5CD5865,19/06/2014
74780,120530,NULL,1,707,1,34.99,0,34.99,4E2FAA2E-E2CE-402A-AA75-E59360F4B260,19/06/2014
74781,120531,NULL,1,878,1,21.98,0,21.98,F879DC81-AE8A-4062-BD12-0637AD0BC69A,19/06/2014
74781,120532,NULL,1,871,1,9.99,0,9.99,541F5EA4-B8C3-4D3D-A9DA-C13D6FB4C9EF,19/06/2014
74781,120533,NULL,1,870,1,4.99,0,4.99,D1AD6810-8B86-4597-8CB9-CC1BBF66E9F8,19/06/2014
74781,120534,NULL,1,712,1,8.99,0,8.99,A3D9EA63-8710-44A7-BBCF-AFBFD1908115,19/06/2014
74782,120535,NULL,1,711,1,34.99,0,34.99,CBCDAF0D-4DD7-4ECD-B639-DF1DEC8677E7,19/06/2014
74783,120536,NULL,1,715,1,49.99,0,49.99,CFCC5496-B713-46EE-94C6-BAB2A999E704,19/06/2014
74784,120537,NULL,1,877,1,7.95,0,7.95,BAFE61C8-49EE-4CBA-B0B6-1B46E5CD7A92,20/06/2014
74785,120538,NULL,1,877,1,7.95,0,7.95,F6BE7786-BE53-4CAE-A306-2D9A6BCA93C6,20/06/2014
74786,120539,NULL,1,928,1,24.99,0,24.99,90148EB3-81AF-42AF-A6E1-2DBAABC86243,20/06/2014
74786,120540,NULL,1,873,1,2.29,0,2.29,893E30F9-1198-4F3C-9B34-E6406CD4773C,20/06/2014
74787,120541,NULL,1,931,1,21.49,0,21.49,2F5807D6-945E-46A1-9B61-EC60D0FE6E9E,20/06/2014
74787,120542,NULL,1,873,1,2.29,0,2.29,2D063044-70C8-49ED-A174-C81BF844B79E,20/06/2014
74788,120543,NULL,1,870,1,4.99,0,4.99,C2C52A3D-80AE-4BCA-82D2-0010A1A05893,20/06/2014
74788,120544,NULL,1,712,1,8.99,0,8.99,6E4258D8-77E1-4EE3-8C1A-9F7D28704E4C,20/06/2014
74789,120545,NULL,1,869,1,69.99,0,69.99,612C3920-1B29-4D82-B76A-DCB17DBB6B27,20/06/2014
74789,120546,NULL,1,712,1,8.99,0,8.99,5B17B366-2890-4E49-9CBF-990A3130D2F1,20/06/2014
74790,120547,NULL,1,882,1,53.99,0,53.99,A9EFF59B-7A36-44F0-A82A-3D6ED33789B0,20/06/2014
74790,120548,NULL,1,712,1,8.99,0,8.99,1992B345-95E3-4BAD-B494-D82BBC4B045F,20/06/2014
74791,120549,NULL,1,712,1,8.99,0,8.99,9794F247-119E-47A8-BEC9-9FC1DF990A24,20/06/2014
74792,120550,NULL,1,884,1,53.99,0,53.99,B392320F-9D58-4D4E-BA59-A19DC5DE5C94,20/06/2014
74793,120551,NULL,1,873,1,2.29,0,2.29,FEDADDAC-343E-45F2-B50C-E317B367EA6D,20/06/2014
74793,120552,NULL,1,876,1,120,0,120,53815B9A-AFB2-4A2D-894D-DD73B497903A,20/06/2014
74794,120553,NULL,1,873,1,2.29,0,2.29,FFB0F416-D03A-4E8D-95C3-5556450D61C0,20/06/2014
74795,120554,NULL,1,921,1,4.99,0,4.99,D29C7720-BA45-4A9A-8F6E-D6647DDFBD1B,20/06/2014
74795,120555,NULL,1,928,1,24.99,0,24.99,8BCC9FFE-B9BD-4D76-8E48-E2AB880F5FA3,20/06/2014
74795,120556,NULL,1,711,1,34.99,0,34.99,8986BDE5-C651-466E-BF97-FACCC0AF220B,20/06/2014
74796,120557,NULL,1,923,1,4.99,0,4.99,98A4A639-5C89-4781-8081-2DFA0FB23FC4,20/06/2014
74796,120558,NULL,1,873,1,2.29,0,2.29,D5B28B30-44EB-459E-9E7E-D68E9F07408A,20/06/2014
74797,120559,NULL,1,933,1,32.6,0,32.6,9DBC8C57-F815-4084-9812-EEBDA2D39E8D,20/06/2014
74797,120560,NULL,1,922,1,3.99,0,3.99,B21258E1-B3B9-43FA-9131-39AF5B6C14D5,20/06/2014
74797,120561,NULL,1,714,1,49.99,0,49.99,2B88EA85-8A02-4785-BB8F-69E1007CFAFF,20/06/2014
74797,120562,NULL,1,712,1,8.99,0,8.99,D5CDE8E1-6E39-4DD9-AEA6-E56C85479D77,20/06/2014
74798,120563,NULL,1,929,1,29.99,0,29.99,AA98953A-B3BA-4EA7-BA35-02AABC25326D,20/06/2014
74799,120564,NULL,1,929,1,29.99,0,29.99,9BADE7A9-F847-42F0-BEFA-176B8AFCDDC4,20/06/2014
74800,120565,NULL,1,871,1,9.99,0,9.99,DDAC3268-BABB-42AD-B44A-7505A0171295,20/06/2014
74800,120566,NULL,1,870,1,4.99,0,4.99,292D9E92-2E78-442B-A610-D152457A2080,20/06/2014
74801,120567,NULL,1,871,1,9.99,0,9.99,BB34791D-A525-4937-B309-29F67A278A3A,20/06/2014
74801,120568,NULL,1,870,1,4.99,0,4.99,C781C5E1-CED3-4B19-A929-80B906B3A168,20/06/2014
74801,120569,NULL,1,707,1,34.99,0,34.99,5496D70D-5DFB-4D4B-B341-35C858238D4D,20/06/2014
74802,120570,NULL,1,870,1,4.99,0,4.99,BB97205A-D203-4CF3-88DC-0CD85B4E738D,20/06/2014
74803,120571,NULL,1,869,1,69.99,0,69.99,2817ED13-CD6B-4F21-8261-B0EBF83C5B27,20/06/2014
74803,120572,NULL,1,860,1,24.49,0,24.49,69AB8946-2872-4673-99A7-E98B4F2F5580,20/06/2014
74804,120573,NULL,1,869,1,69.99,0,69.99,2F20C556-E49D-47EE-9971-CA04C127D9A5,20/06/2014
74804,120574,NULL,1,712,1,8.99,0,8.99,A19D0062-AD03-4827-B6D1-D0A93CDD4D13,20/06/2014
74804,120575,NULL,1,715,1,49.99,0,49.99,90B9BAD7-9359-4705-860C-1CD0D46E2CA9,20/06/2014
74805,120576,NULL,1,921,1,4.99,0,4.99,3199F37A-D347-4CCF-8673-04932444CB26,20/06/2014
74805,120577,NULL,1,873,1,2.29,0,2.29,4DD4471E-FF2E-4820-AB8E-A9CA8BBEBBE7,20/06/2014
74806,120578,NULL,1,928,1,24.99,0,24.99,AD0CC57E-E5D5-42CD-9E9C-81042E55CB5B,20/06/2014
74806,120579,NULL,1,921,1,4.99,0,4.99,7D287F13-8538-4364-A53F-1B559AB22740,20/06/2014
74806,120580,NULL,1,708,1,34.99,0,34.99,CB11A8C7-5A69-410A-97AC-353ED1AE4E0B,20/06/2014
74807,120581,NULL,1,921,1,4.99,0,4.99,C6437EBB-7AA9-44E4-A929-C913AE6A9463,20/06/2014
74807,120582,NULL,1,928,1,24.99,0,24.99,0A3BD87E-FE5D-44B2-A140-8E641527E854,20/06/2014
74807,120583,NULL,1,873,1,2.29,0,2.29,862EB60B-01E0-4EEC-92C1-AF6EBE5E1062,20/06/2014
74808,120584,NULL,1,930,1,35,0,35,970DF294-93A2-4ECA-9CF9-EE9F195CCE19,20/06/2014
74808,120585,NULL,1,873,1,2.29,0,2.29,0578A493-9A0A-412E-8E47-2FB4BAD57AA0,20/06/2014
74809,120586,NULL,1,878,1,21.98,0,21.98,FB3B802B-8951-4507-8FF9-B0434915ED6A,20/06/2014
74809,120587,NULL,1,877,1,7.95,0,7.95,0EADC1A4-7D43-4CFB-8BE2-DDD9952F69B4,20/06/2014
74810,120588,NULL,1,715,1,49.99,0,49.99,5D969B8E-F0D0-4D5B-AAC0-D3E8F24BBE7B,20/06/2014
74811,120589,NULL,1,931,1,21.49,0,21.49,6556BF88-94B3-434B-B208-71F63E609029,21/06/2014
74811,120590,NULL,1,873,1,2.29,0,2.29,007B408D-E1FD-43FD-A06C-EC9CCE6D6278,21/06/2014
74812,120591,NULL,1,921,1,4.99,0,4.99,7A7596E7-CC47-4445-B4A0-55CED4DDEA9F,21/06/2014
74812,120592,NULL,1,708,1,34.99,0,34.99,08EDFAE1-BD60-4DC0-8763-903F22162745,21/06/2014
74812,120593,NULL,1,882,1,53.99,0,53.99,2E81520B-077D-4CEF-9186-FB62EB3189D1,21/06/2014
74813,120594,NULL,1,870,1,4.99,0,4.99,B673382D-9C65-408F-BC31-C07BA70EFE30,21/06/2014
74814,120595,NULL,1,882,1,53.99,0,53.99,C5D45F3C-1351-4A9A-BF1B-A03C0ED4F5EF,21/06/2014
74815,120596,NULL,1,931,1,21.49,0,21.49,A89DD5AA-F737-49E8-B053-38C75E537E3F,21/06/2014
74815,120597,NULL,1,922,1,3.99,0,3.99,3DE8AE67-1302-4C1E-A26D-4962CCDE09C2,21/06/2014
74815,120598,NULL,1,708,1,34.99,0,34.99,49A36CC6-EDB3-4D57-AC1A-7286CDDBF23B,21/06/2014
74816,120599,NULL,1,923,1,4.99,0,4.99,6CD9F3FC-C84A-4095-8867-D54A655E183D,21/06/2014
74816,120600,NULL,1,934,1,28.99,0,28.99,AF35F50E-1538-4ECD-A926-0FB57A43A470,21/06/2014
74816,120601,NULL,1,880,1,54.99,0,54.99,0E8B6458-1A05-4543-8D9E-153B63D1C969,21/06/2014
74816,120602,NULL,1,716,1,49.99,0,49.99,25215999-658B-40CC-8264-D3997784C3A1,21/06/2014
74817,120603,NULL,1,931,1,21.49,0,21.49,B3145CBC-3FFC-4889-97FA-4588642D533D,21/06/2014
74817,120604,NULL,1,873,1,2.29,0,2.29,661FF2A9-9202-46CF-B0D5-3445A1D656C0,21/06/2014
74818,120605,NULL,1,934,1,28.99,0,28.99,AF53A6F2-7BA4-4A33-9A70-DA863A6EE64E,21/06/2014
74819,120606,NULL,1,933,1,32.6,0,32.6,D3C7FB3C-F0ED-4ED5-959D-6B00F004BED7,21/06/2014
74819,120607,NULL,1,922,1,3.99,0,3.99,4A461049-366B-4212-896F-426EBACD2EF2,21/06/2014
74819,120608,NULL,1,873,1,2.29,0,2.29,F194887F-7549-4D16-BBDC-2DAF0E253088,21/06/2014
74820,120609,NULL,1,922,1,3.99,0,3.99,952A12E9-E910-494C-B9C2-A8497C48C194,21/06/2014
74820,120610,NULL,1,933,1,32.6,0,32.6,58BEB888-5EFD-44F5-B3E3-F0D3B01F2697,21/06/2014
74820,120611,NULL,1,708,1,34.99,0,34.99,70D64A88-8079-479F-8FEC-E36323D53E87,21/06/2014
74820,120612,NULL,1,859,1,24.49,0,24.49,9DAD3140-D109-46F9-8B87-D404AE65A81F,21/06/2014
74821,120613,NULL,1,871,1,9.99,0,9.99,373D90C4-3248-4C38-A7FC-4980AD9184A6,21/06/2014
74821,120614,NULL,1,870,1,4.99,0,4.99,34E9A2A3-A462-4290-94BE-AE5E690C7F71,21/06/2014
74822,120615,NULL,1,869,1,69.99,0,69.99,2B5F187D-9E62-42F3-B1EE-B00BE696E6DD,21/06/2014
74822,120616,NULL,1,716,1,49.99,0,49.99,E1CA89AF-D4C8-431C-B1BC-EE91EFA880AE,21/06/2014
74823,120617,NULL,1,867,1,69.99,0,69.99,671C13C7-55FD-401E-B9B7-6B3A3EA83FBF,21/06/2014
74823,120618,NULL,1,884,1,53.99,0,53.99,F611DCCA-6615-4894-B018-2D70DA07A154,21/06/2014
74824,120619,NULL,1,869,1,69.99,0,69.99,E4F6D03D-4529-4483-84A7-938D411243A0,21/06/2014
74824,120620,NULL,1,712,1,8.99,0,8.99,58215BCD-A9A0-4600-A7F4-6C7944150B7E,21/06/2014
74825,120621,NULL,1,870,1,4.99,0,4.99,16DE028D-313C-4BB5-8972-3CB15740C843,21/06/2014
74825,120622,NULL,1,858,1,24.49,0,24.49,53612A01-6B16-4E2E-A285-43C1152E7720,21/06/2014
74826,120623,NULL,1,712,1,8.99,0,8.99,AE2BD801-8228-4D75-A54E-B8C4D9688825,21/06/2014
74826,120624,NULL,1,870,1,4.99,0,4.99,80C37978-4F91-472C-BAFD-E589BCD8AAFE,21/06/2014
74827,120625,NULL,1,921,1,4.99,0,4.99,2E875C36-F384-4D78-A18A-7AB7528107E0,21/06/2014
74827,120626,NULL,1,708,1,34.99,0,34.99,186E21DF-23C9-4F0D-8CBF-3C8B44B1CBEF,21/06/2014
74827,120627,NULL,1,714,1,49.99,0,49.99,326EA0E1-EA52-4CD0-97BC-5FBDC1138A10,21/06/2014
74827,120628,NULL,1,859,1,24.49,0,24.49,6B227FC9-8EA5-4A46-BF8A-FB1D8188100E,21/06/2014
74828,120629,NULL,1,928,1,24.99,0,24.99,CFE4A659-D2EB-4928-A453-95DB0B0BE64E,21/06/2014
74828,120630,NULL,1,870,1,4.99,0,4.99,7592A895-26A3-4CED-8972-BA7EB266687E,21/06/2014
74828,120631,NULL,1,864,1,63.5,0,63.5,1B193805-FFEC-4D76-A59B-48BF42E9BBD7,21/06/2014
74829,120632,NULL,1,878,1,21.98,0,21.98,4B67274B-286E-4F4C-B961-00137D4ADF5D,21/06/2014
74829,120633,NULL,1,865,1,63.5,0,63.5,79F50B80-4B6C-44DD-913B-EC016723D312,21/06/2014
74830,120634,NULL,1,869,1,69.99,0,69.99,4EB84B39-7A8E-450E-9475-C98ED6A30B97,21/06/2014
74830,120635,NULL,1,714,1,49.99,0,49.99,1AA11AD5-C25B-4413-A9E6-C56D0CAFE7F5,21/06/2014
74831,120636,NULL,1,929,1,29.99,0,29.99,455303EA-34C1-461B-879F-58DE9E1F7A00,21/06/2014
74831,120637,NULL,1,874,1,8.99,0,8.99,FCCF2AC6-3615-41FC-954E-F72A0EC2BD0D,21/06/2014
74832,120638,NULL,1,922,1,3.99,0,3.99,F926124E-D771-4947-ACD0-BCE89E62E910,21/06/2014
74832,120639,NULL,1,711,1,34.99,0,34.99,A27DD481-39EB-475D-B187-61CCF7345F2F,21/06/2014
74832,120640,NULL,1,712,1,8.99,0,8.99,FAE9767E-71F8-4C28-9BA5-BB77033A11AE,21/06/2014
74833,120641,NULL,1,922,1,3.99,0,3.99,2C918814-8F97-46F0-BF98-26BF318367A5,21/06/2014
74833,120642,NULL,1,873,1,2.29,0,2.29,A2CB60C5-E926-4E8E-99C4-A68E33FD4407,21/06/2014
74834,120643,NULL,1,922,1,3.99,0,3.99,0D0FDD1F-F5C1-4244-837A-0A5A72102806,21/06/2014
74834,120644,NULL,1,873,1,2.29,0,2.29,FCD80B79-636E-4221-AFE9-3CF769E8E241,21/06/2014
74835,120645,NULL,1,934,1,28.99,0,28.99,412C6F40-D194-40A7-B090-FDFF884E127C,21/06/2014
74835,120646,NULL,1,923,1,4.99,0,4.99,E43AD0A7-F2D6-43D4-BE0A-0DFD29C493D9,21/06/2014
74835,120647,NULL,1,711,1,34.99,0,34.99,6403B223-CCBD-4093-8ED3-2A0DB0F99805,21/06/2014
74836,120648,NULL,1,931,1,21.49,0,21.49,594EF112-8AAF-4DD3-B64F-3EFD4EAC316B,21/06/2014
74836,120649,NULL,1,922,1,3.99,0,3.99,02D1C253-3BAA-44A0-A9D1-DEA52E14E607,21/06/2014
74836,120650,NULL,1,707,1,34.99,0,34.99,84CF01B0-A44B-4F71-853A-A3C4DFBD85A0,21/06/2014
74837,120651,NULL,1,923,1,4.99,0,4.99,D1178A0B-703C-4D4E-8584-A1DF88D9D944,21/06/2014
74837,120652,NULL,1,872,1,8.99,0,8.99,7FAF9DAD-960D-4F6A-816A-01094D9AE82A,21/06/2014
74838,120653,NULL,1,878,1,21.98,0,21.98,46D35285-31A5-45BA-81CB-6F7A827AF504,21/06/2014
74838,120654,NULL,1,864,1,63.5,0,63.5,7D5B3960-B26D-44A2-B73F-19A6AC3CECA4,21/06/2014
74839,120655,NULL,1,878,1,21.98,0,21.98,E747A19D-5D1B-49C3-9FFC-456BEBC37BBD,21/06/2014
74839,120656,NULL,1,874,1,8.99,0,8.99,1B029DFA-1D00-4543-8CBD-95FBBFA4DECC,21/06/2014
74840,120657,NULL,1,878,1,21.98,0,21.98,3D6F1048-3043-4872-B262-72A5D1352ED5,21/06/2014
74840,120658,NULL,1,874,1,8.99,0,8.99,AEA4FD7B-0A21-466C-9B21-253AD5496CE9,21/06/2014
74841,120659,NULL,1,878,1,21.98,0,21.98,CA0C3986-1A1E-4AC7-9AB5-14B0E733FBF1,21/06/2014
74841,120660,NULL,1,877,1,7.95,0,7.95,3D6D431A-73E2-4064-94AB-B4B46E1B3C36,21/06/2014
74842,120661,NULL,1,871,1,9.99,0,9.99,A9732B55-00D3-4483-B268-719636BB6601,21/06/2014
74842,120662,NULL,1,711,1,34.99,0,34.99,E96C6CDE-A4B2-49A5-817D-9938349D15AF,21/06/2014
74843,120663,NULL,1,922,1,3.99,0,3.99,97D50175-AA80-4353-B032-352C557ACD79,22/06/2014
74843,120664,NULL,1,873,1,2.29,0,2.29,4C298EBD-5BFE-4545-93F7-2594660E0528,22/06/2014
74844,120665,NULL,1,928,1,24.99,0,24.99,F72C5C9A-07F9-4550-8CA4-AEAE0B61E99C,22/06/2014
74845,120666,NULL,1,921,1,4.99,0,4.99,98F3408D-2ACD-4D2B-8D6F-A102B6C24F37,22/06/2014
74845,120667,NULL,1,928,1,24.99,0,24.99,745C4577-5F6D-430F-8122-DF160C83D1AD,22/06/2014
74845,120668,NULL,1,871,1,9.99,0,9.99,DB3117E5-607A-49D2-9FE5-D42DF3AE5B23,22/06/2014
74845,120669,NULL,1,870,1,4.99,0,4.99,6AC36F50-3194-4D09-917A-6E73E78750D6,22/06/2014
74845,120670,NULL,1,873,1,2.29,0,2.29,5CBE958D-17BE-4127-BD8D-B48FBF4904DF,22/06/2014
74845,120671,NULL,1,879,1,159,0,159,6C7D2054-7627-4059-8752-AC875F5FB716,22/06/2014
74846,120672,NULL,1,869,1,69.99,0,69.99,C75008D0-EEAF-4D5F-BD11-8884FDB625D6,22/06/2014
74846,120673,NULL,1,884,1,53.99,0,53.99,AC0BA570-D706-4DFE-9DDC-D94847D653A1,22/06/2014
74847,120674,NULL,1,715,1,49.99,0,49.99,50D7AC32-683B-41BF-BB96-B94FB5B434A6,22/06/2014
74848,120675,NULL,1,714,1,49.99,0,49.99,4DB483EC-B89E-452E-B23E-8FEC6C11E833,22/06/2014
74849,120676,NULL,1,923,1,4.99,0,4.99,04DAB2CC-ACD3-4E82-98F3-B5AF4BC22960,22/06/2014
74849,120677,NULL,1,934,1,28.99,0,28.99,690751CC-9E24-4F1D-9BA1-957E782E0C11,22/06/2014
74849,120678,NULL,1,873,1,2.29,0,2.29,46A4F4F7-421F-4A66-928C-B14DEE37D697,22/06/2014
74850,120679,NULL,1,934,1,28.99,0,28.99,3DC779CC-A4AE-4882-98F1-D64595DB5EE2,22/06/2014
74850,120680,NULL,1,923,1,4.99,0,4.99,D369BD12-175F-4E4B-9DB9-B83E3E353489,22/06/2014
74850,120681,NULL,1,707,1,34.99,0,34.99,B4DFA9D3-83AE-4924-8422-228F0226D05F,22/06/2014
74851,120682,NULL,1,873,1,2.29,0,2.29,38A65571-8A9C-459E-BD50-33D4F907C3C1,22/06/2014
74852,120683,NULL,1,879,1,159,0,159,3C834CEB-4151-4D6B-8E99-313B170663EB,22/06/2014
74853,120684,NULL,1,933,1,32.6,0,32.6,025C9BB9-5872-4E78-BEC3-E569CE579F76,22/06/2014
74853,120685,NULL,1,922,1,3.99,0,3.99,5DAC29AC-E08F-4AB0-80A9-E4C3B7678FF4,22/06/2014
74853,120686,NULL,1,873,1,2.29,0,2.29,07697CE8-8FE4-4C71-9148-241A05D7D8A8,22/06/2014
74854,120687,NULL,1,859,1,24.49,0,24.49,47AA7520-842A-40C8-943C-0853978E689B,22/06/2014
74855,120688,NULL,1,873,1,2.29,0,2.29,67AC6D24-FDAA-4BE4-8F86-B847547F5455,22/06/2014
74856,120689,NULL,1,923,1,4.99,0,4.99,E3EEDF96-AE30-4587-8518-B29D4AE09688,22/06/2014
74856,120690,NULL,1,873,1,2.29,0,2.29,F42D7C1C-CC1F-4520-AD76-CDB2BEEDD853,22/06/2014
74857,120691,NULL,1,923,1,4.99,0,4.99,D5D80FB2-FE69-4069-B904-B7BCC7986AD9,22/06/2014
74857,120692,NULL,1,934,1,28.99,0,28.99,3DBC493E-E92C-4391-811C-427C7DFC10FA,22/06/2014
74857,120693,NULL,1,716,1,49.99,0,49.99,CA172A5A-BB49-4FE6-972B-313CAE52C8CE,22/06/2014
74858,120694,NULL,1,928,1,24.99,0,24.99,1F9A1C99-BA43-42BC-BE24-6062F1394DB9,22/06/2014
74858,120695,NULL,1,858,1,24.49,0,24.49,22736FC1-B6DA-4A21-B104-12F51A29FC23,22/06/2014
74859,120696,NULL,1,929,1,29.99,0,29.99,96246D77-BBDC-4810-8CF4-5A6C1DD7830C,22/06/2014
74859,120697,NULL,1,921,1,4.99,0,4.99,2E321A89-2A9F-453B-9713-86D420E37DC5,22/06/2014
74860,120698,NULL,1,871,1,9.99,0,9.99,2333C425-A522-4859-9CCE-35E25166A944,22/06/2014
74860,120699,NULL,1,870,1,4.99,0,4.99,3A41C49E-55AC-4ACF-BE59-FEADFDA0061B,22/06/2014
74861,120700,NULL,1,871,1,9.99,0,9.99,4E0D54B6-8D3A-40DB-A0D2-B9A848DDF8F2,22/06/2014
74861,120701,NULL,1,870,1,4.99,0,4.99,7DB7C234-1C79-4146-9E89-C4FB5B79622B,22/06/2014
74862,120702,NULL,1,871,1,9.99,0,9.99,BAAEA8D1-C879-4BCC-837D-F9C38B8DB244,22/06/2014
74862,120703,NULL,1,870,1,4.99,0,4.99,25520964-0F91-427C-A55E-D524988F92C3,22/06/2014
74862,120704,NULL,1,708,1,34.99,0,34.99,5DC1B060-18C9-49EB-9982-622C27964BB2,22/06/2014
74862,120705,NULL,1,875,1,8.99,0,8.99,C7A775CB-CD85-416E-977E-0F0FF314399C,22/06/2014
74863,120706,NULL,1,871,1,9.99,0,9.99,AAA1FFDE-4017-49C4-85B4-412AA58F5835,22/06/2014
74863,120707,NULL,1,870,1,4.99,0,4.99,BD456F3C-B813-4E0B-BA0A-7A7CDD71F60A,22/06/2014
